Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered
15/05/2021,Jammu and Kashmir,2275190.0,531925.0,2807115.0
15/05/2021,Jharkhand,2839955.0,661850.0,3501805.0
15/05/2021,Karnataka,8677725.0,2491720.0,11169445.0
15/05/2021,Kerala,6391566.0,1990802.0,8382368.0
15/05/2021,Ladakh,86271.0,37249.0,123520.0
15/05/2021,Lakshadweep,20566.0,6490.0,27056.0
15/05/2021,Madhya Pradesh,7394717.0,1688118.0,9082835.0
15/05/2021,Maharashtra,15465331.0,4198732.0,19664063.0
15/05/2021,Manipur,306289.0,69694.0,375983.0
15/05/2021,Meghalaya,324550.0,74040.0,398590.0
15/05/2021,Mizoram,238195.0,50900.0,289095.0
15/05/2021,Nagaland,181013.0,51721.0,232734.0
15/05/2021,Odisha,5174669.0,1402964.0,6577633.0
15/05/2021,Puducherry,180433.0,50370.0,230803.0
15/05/2021,Punjab,3440578.0,701769.0,4142347.0
15/05/2021,Rajasthan,12015027.0,2976398.0,14991425.0
15/05/2021,Sikkim,164899.0,59584.0,224483.0
15/05/2021,Tamil Nadu,5034258.0,1894071.0,6928329.0
15/05/2021,Telangana,4385414.0,1062391.0,5447805.0
15/05/2021,Tripura,941806.0,503826.0,1445632.0
15/05/2021,Uttar Pradesh,11508030.0,3256912.0,14764942.0
15/05/2021,Uttarakhand,1923811.0,679909.0,2603720.0
15/05/2021,West Bengal,8846834.0,3714322.0,12561156.0
15/05/2021,Miscellaneous,1699273.0,1397541.0,3096814.0
15/05/2021,Total,119960676.0,35857301.0,182220164.0
16/05/2021,Andaman and Nicobar Islands,99085.0,14921.0,114006.0
16/05/2021,Andhra Pradesh,5337775.0,2175256.0,7513031.0
16/05/2021,Arunachal Pradesh,217451.0,77805.0,295256.0
16/05/2021,Assam,2648044.0,730261.0,3378305.0
16/05/2021,Bihar,7148062.0,1676244.0,8824306.0
16/05/2021,Chandigarh,206540.0,73676.0,280216.0
16/05/2021,Chhattisgarh,4983782.0,1078265.0,6062047.0
16/05/2021,Dadra and Nagar Haveli and Daman and Diu,93571.0,25866.0,119437.0
16/05/2021,Delhi,3523829.0,1057950.0,4581779.0
16/05/2021,Goa,342573.0,94247.0,436820.0
16/05/2021,Gujarat,11040205.0,3823346.0,14863551.0
16/05/2021,Haryana,3946312.0,910016.0,4856328.0
16/05/2021,Himachal Pradesh,1748284.0,432715.0,2180999.0
16/05/2021,Jammu and Kashmir,2283447.0,532105.0,2815552.0
16/05/2021,Jharkhand,2881446.0,663509.0,3544955.0
16/05/2021,Karnataka,8691217.0,2500492.0,11191709.0
16/05/2021,Kerala,6418962.0,1996495.0,8415457.0
16/05/2021,Ladakh,86271.0,37249.0,123520.0
16/05/2021,Lakshadweep,20588.0,6494.0,27082.0
16/05/2021,Madhya Pradesh,7394957.0,1688763.0,9083720.0
16/05/2021,Maharashtra,15512475.0,4220839.0,19733314.0
16/05/2021,Manipur,306746.0,69699.0,376445.0
16/05/2021,Meghalaya,327661.0,74047.0,401708.0
16/05/2021,Mizoram,238215.0,50900.0,289115.0
16/05/2021,Nagaland,181266.0,51728.0,232994.0
16/05/2021,Odisha,5176084.0,1402985.0,6579069.0
16/05/2021,Puducherry,180976.0,50429.0,231405.0
16/05/2021,Punjab,3445447.0,702784.0,4148231.0
16/05/2021,Rajasthan,12128406.0,2978191.0,15106597.0
16/05/2021,Sikkim,165261.0,59585.0,224846.0
16/05/2021,Tamil Nadu,5043505.0,1898439.0,6941944.0
16/05/2021,Telangana,4385414.0,1062391.0,5447805.0
16/05/2021,Tripura,942167.0,504009.0,1446176.0
16/05/2021,Uttar Pradesh,11509435.0,3257469.0,14766904.0
16/05/2021,Uttarakhand,1941293.0,680073.0,2621366.0
16/05/2021,West Bengal,8850282.0,3716314.0,12566596.0
16/05/2021,Miscellaneous,1700736.0,1403133.0,3103869.0
16/05/2021,Total,141147770.0,41778690.0,182926460.0
17/05/2021,Andaman and Nicobar Islands,99514.0,14926.0,114440.0
17/05/2021,Andhra Pradesh,5344541.0,2224905.0,7569446.0
17/05/2021,Arunachal Pradesh,222938.0,77835.0,300773.0
17/05/2021,Assam,2708136.0,740123.0,3448259.0
17/05/2021,Bihar,7254529.0,1682392.0,8936921.0
17/05/2021,Chandigarh,210801.0,73928.0,284729.0
17/05/2021,Chhattisgarh,4988526.0,1080104.0,6068630.0
17/05/2021,Dadra and Nagar Haveli and Daman and Diu,96333.0,25872.0,122205.0
17/05/2021,Delhi,3617488.0,1077528.0,4695016.0
17/05/2021,Goa,348457.0,94347.0,442804.0
17/05/2021,Gujarat,11040435.0,3823422.0,14863857.0
17/05/2021,Haryana,4005701.0,913102.0,4918803.0
17/05/2021,Himachal Pradesh,1771369.0,432780.0,2204149.0
17/05/2021,Jammu and Kashmir,2297300.0,532718.0,2830018.0
17/05/2021,Jharkhand,2934368.0,665327.0,3599695.0
17/05/2021,Karnataka,8759169.0,2521102.0,11280271.0
17/05/2021,Kerala,6474733.0,2008215.0,8482948.0
17/05/2021,Ladakh,87124.0,37252.0,124376.0
17/05/2021,Lakshadweep,20702.0,6513.0,27215.0
17/05/2021,Madhya Pradesh,7465455.0,1708577.0,9174032.0
17/05/2021,Maharashtra,15584197.0,4249319.0,19833516.0
17/05/2021,Manipur,315385.0,69770.0,385155.0
17/05/2021,Meghalaya,334321.0,74078.0,408399.0
17/05/2021,Mizoram,240098.0,50902.0,291000.0
17/05/2021,Nagaland,185316.0,51742.0,237058.0
17/05/2021,Odisha,5228704.0,1410472.0,6639176.0
17/05/2021,Puducherry,181942.0,50570.0,232512.0
17/05/2021,Punjab,3452562.0,704463.0,4157025.0
17/05/2021,Rajasthan,12287103.0,2982610.0,15269713.0
17/05/2021,Sikkim,165974.0,59606.0,225580.0
17/05/2021,Tamil Nadu,5083368.0,1912112.0,6995480.0
17/05/2021,Telangana,4385864.0,1062599.0,5448463.0
17/05/2021,Tripura,949974.0,504066.0,1454040.0
17/05/2021,Uttar Pradesh,11721943.0,3275889.0,14997832.0
17/05/2021,Uttarakhand,1969899.0,680224.0,2650123.0
17/05/2021,West Bengal,8891796.0,3736383.0,12628179.0
17/05/2021,Miscellaneous,1702162.0,1409149.0,3111311.0
17/05/2021,Total,142428227.0,42024922.0,184453149.0
18/05/2021,Andaman and Nicobar Islands,99792.0,14929.0,114721.0
18/05/2021,Andhra Pradesh,5349866.0,2279714.0,7629580.0
18/05/2021,Arunachal Pradesh,228541.0,77880.0,306421.0
18/05/2021,Assam,2759467.0,748119.0,3507586.0
18/05/2021,Bihar,7323327.0,1690243.0,9013570.0
18/05/2021,Chandigarh,214399.0,74107.0,288506.0
18/05/2021,Chhattisgarh,4993070.0,1081314.0,6074384.0
18/05/2021,Dadra and Nagar Haveli and Daman and Diu,96768.0,25877.0,122645.0
18/05/2021,Delhi,3706105.0,1094619.0,4800724.0
18/05/2021,Goa,355380.0,94422.0,449802.0
18/05/2021,Gujarat,11040715.0,3823467.0,14864182.0
18/05/2021,Haryana,4066917.0,915973.0,4982890.0
18/05/2021,Himachal Pradesh,1792687.0,432884.0,2225571.0
18/05/2021,Jammu and Kashmir,2309920.0,533068.0,2842988.0
18/05/2021,Jharkhand,2984496.0,666485.0,3650981.0
18/05/2021,Karnataka,8828574.0,2532660.0,11361234.0
18/05/2021,Kerala,6519860.0,2016073.0,8535933.0
18/05/2021,Ladakh,88110.0,37256.0,125366.0
18/05/2021,Lakshadweep,20957.0,6521.0,27478.0
18/05/2021,Madhya Pradesh,7468995.0,1711025.0,9180020.0
18/05/2021,Maharashtra,15669832.0,4269980.0,19939812.0
18/05/2021,Manipur,320211.0,69848.0,390059.0
18/05/2021,Meghalaya,339301.0,74091.0,413392.0
18/05/2021,Mizoram,242712.0,50908.0,293620.0
18/05/2021,Nagaland,190693.0,51763.0,242456.0
18/05/2021,Odisha,5327488.0,1417510.0,6744998.0
18/05/2021,Puducherry,182786.0,50641.0,233427.0
18/05/2021,Punjab,3457841.0,706941.0,4164782.0
18/05/2021,Rajasthan,12411685.0,2987117.0,15398802.0
18/05/2021,Sikkim,166701.0,59610.0,226311.0
18/05/2021,Tamil Nadu,5118546.0,1922153.0,7040699.0
18/05/2021,Telangana,4386463.0,1063960.0,5450423.0
18/05/2021,Tripura,970370.0,504172.0,1474542.0
18/05/2021,Uttar Pradesh,11918603.0,3289048.0,15207651.0
18/05/2021,Uttarakhand,1993013.0,680283.0,2673296.0
18/05/2021,West Bengal,8935993.0,3754843.0,12690836.0
18/05/2021,Miscellaneous,1703718.0,1415896.0,3119614.0
18/05/2021,Total,143583902.0,42225400.0,185809302.0
19/05/2021,Andaman and Nicobar Islands,100295.0,14941.0,115236.0
19/05/2021,Andhra Pradesh,5356609.0,2303986.0,7660595.0
19/05/2021,Arunachal Pradesh,233711.0,77888.0,311599.0
19/05/2021,Assam,2792170.0,752691.0,3544861.0
19/05/2021,Bihar,7371620.0,1696450.0,9068070.0
19/05/2021,Chandigarh,218104.0,74202.0,292306.0
19/05/2021,Chhattisgarh,4997711.0,1082817.0,6080528.0
19/05/2021,Dadra and Nagar Haveli and Daman and Diu,99699.0,25880.0,125579.0
19/05/2021,Delhi,3767910.0,1101743.0,4869653.0
19/05/2021,Goa,362946.0,94502.0,457448.0
19/05/2021,Gujarat,11042079.0,3823515.0,14865594.0
19/05/2021,Haryana,4117596.0,918335.0,5035931.0
19/05/2021,Himachal Pradesh,1808316.0,432947.0,2241263.0
19/05/2021,Jammu and Kashmir,2317478.0,533198.0,2850676.0
19/05/2021,Jharkhand,3032897.0,668230.0,3701127.0
19/05/2021,Karnataka,8896780.0,2546400.0,11443180.0
19/05/2021,Kerala,6534948.0,2018250.0,8553198.0
19/05/2021,Ladakh,89337.0,37256.0,126593.0
19/05/2021,Lakshadweep,21168.0,6541.0,27709.0
19/05/2021,Madhya Pradesh,7594466.0,1724085.0,9318551.0
19/05/2021,Maharashtra,15743864.0,4297784.0,20041648.0
19/05/2021,Manipur,328621.0,69915.0,398536.0
19/05/2021,Meghalaya,343029.0,74107.0,417136.0
19/05/2021,Mizoram,245986.0,50911.0,296897.0
19/05/2021,Nagaland,192775.0,51772.0,244547.0
19/05/2021,Odisha,5395085.0,1424553.0,6819638.0
19/05/2021,Puducherry,183733.0,50683.0,234416.0
19/05/2021,Punjab,3477087.0,708758.0,4185845.0
19/05/2021,Rajasthan,12486000.0,2992846.0,15478846.0
19/05/2021,Sikkim,168186.0,59610.0,227796.0
19/05/2021,Tamil Nadu,5152220.0,1930160.0,7082380.0
19/05/2021,Telangana,4386757.0,1066629.0,5453386.0
19/05/2021,Tripura,978951.0,504185.0,1483136.0
19/05/2021,Uttar Pradesh,12091369.0,3298622.0,15389991.0
19/05/2021,Uttarakhand,2005269.0,680315.0,2685584.0
19/05/2021,West Bengal,8983654.0,3770294.0,12753948.0
19/05/2021,Miscellaneous,1705244.0,1421121.0,3126365.0
19/05/2021,Total,144623670.0,42386122.0,187009792.0
20/05/2021,Andaman and Nicobar Islands,102026.0,15149.0,117175.0
20/05/2021,Andhra Pradesh,5539622.0,2317398.0,7857020.0
20/05/2021,Arunachal Pradesh,240174.0,77918.0,318092.0
20/05/2021,Assam,2859742.0,760376.0,3620118.0
20/05/2021,Bihar,7648604.0,1714512.0,9363116.0
20/05/2021,Chandigarh,227700.0,74308.0,302008.0
20/05/2021,Chhattisgarh,5725589.0,1087151.0,6812740.0
20/05/2021,Dadra and Nagar Haveli and Daman and Diu,107689.0,25901.0,133590.0
20/05/2021,Delhi,3847988.0,1123011.0,4970999.0
20/05/2021,Goa,371936.0,94552.0,466488.0
20/05/2021,Gujarat,11321155.0,3855643.0,15176798.0
20/05/2021,Haryana,4266919.0,931272.0,5198191.0
20/05/2021,Himachal Pradesh,1870868.0,432961.0,2303829.0
20/05/2021,Jammu and Kashmir,2370353.0,534917.0,2905270.0
20/05/2021,Jharkhand,3117897.0,672827.0,3790724.0
20/05/2021,Karnataka,9227485.0,2571677.0,11799162.0
20/05/2021,Kerala,6578076.0,2019206.0,8597282.0
20/05/2021,Ladakh,91095.0,37257.0,128352.0
20/05/2021,Lakshadweep,22186.0,6872.0,29058.0
20/05/2021,Madhya Pradesh,7798297.0,1735218.0,9533515.0
20/05/2021,Maharashtra,16123408.0,4341785.0,20465193.0
20/05/2021,Manipur,333270.0,69979.0,403249.0
20/05/2021,Meghalaya,349881.0,74124.0,424005.0
20/05/2021,Mizoram,250241.0,50978.0,301219.0
20/05/2021,Nagaland,194818.0,51838.0,246656.0
20/05/2021,Odisha,5532422.0,1431856.0,6964278.0
20/05/2021,Puducherry,189089.0,50775.0,239864.0
20/05/2021,Punjab,3803444.0,715874.0,4519318.0
20/05/2021,Rajasthan,12702212.0,3006023.0,15708235.0
20/05/2021,Sikkim,171353.0,59615.0,230968.0
20/05/2021,Tamil Nadu,5328541.0,1952159.0,7280700.0
20/05/2021,Telangana,4452048.0,1070313.0,5522361.0
20/05/2021,Tripura,1020480.0,506727.0,1527207.0
20/05/2021,Uttar Pradesh,12499628.0,3314026.0,15813654.0
20/05/2021,Uttarakhand,2062874.0,680791.0,2743665.0
20/05/2021,West Bengal,9145516.0,3787295.0,12932811.0
20/05/2021,Miscellaneous,1706694.0,1425899.0,3132593.0
20/05/2021,Total,149201320.0,42678183.0,191879503.0
21/05/2021,Andaman and Nicobar Islands,102792.0,15151.0,117943.0
21/05/2021,Andhra Pradesh,5548611.0,2339645.0,7888256.0
21/05/2021,Arunachal Pradesh,243357.0,77928.0,321285.0
21/05/2021,Assam,2897835.0,767198.0,3665033.0
21/05/2021,Bihar,7737203.0,1721463.0,9458666.0
21/05/2021,Chandigarh,231897.0,74413.0,306310.0
21/05/2021,Chhattisgarh,5755505.0,1088949.0,6844454.0
21/05/2021,Dadra and Nagar Haveli and Daman and Diu,114093.0,25901.0,139994.0
21/05/2021,Delhi,3889621.0,1131811.0,5021432.0
21/05/2021,Goa,380691.0,94635.0,475326.0
21/05/2021,Gujarat,11406798.0,3871340.0,15278138.0
21/05/2021,Haryana,4344885.0,938276.0,5283161.0
21/05/2021,Himachal Pradesh,1889598.0,433056.0,2322654.0
21/05/2021,Jammu and Kashmir,2383047.0,535660.0,2918707.0
21/05/2021,Jharkhand,3164290.0,674849.0,3839139.0
21/05/2021,Karnataka,9301288.0,2600983.0,11902271.0
21/05/2021,Kerala,6592745.0,2019936.0,8612681.0
21/05/2021,Ladakh,93205.0,37257.0,130462.0
21/05/2021,Lakshadweep,22586.0,6912.0,29498.0
21/05/2021,Madhya Pradesh,7888178.0,1742920.0,9631098.0
21/05/2021,Maharashtra,16222952.0,4364605.0,20587557.0
21/05/2021,Manipur,339924.0,70024.0,409948.0
21/05/2021,Meghalaya,355598.0,74146.0,429744.0
21/05/2021,Mizoram,252192.0,50982.0,303174.0
21/05/2021,Nagaland,195377.0,51843.0,247220.0
21/05/2021,Odisha,5578382.0,1436139.0,7014521.0
21/05/2021,Puducherry,191390.0,50790.0,242180.0
21/05/2021,Punjab,3872115.0,720220.0,4592335.0
21/05/2021,Rajasthan,12800659.0,3015797.0,15816456.0
21/05/2021,Sikkim,173078.0,59627.0,232705.0
21/05/2021,Tamil Nadu,5364809.0,1957146.0,7321955.0
21/05/2021,Telangana,4452449.0,1070665.0,5523114.0
21/05/2021,Tripura,1027700.0,506752.0,1534452.0
21/05/2021,Uttar Pradesh,12699287.0,3329388.0,16028675.0
21/05/2021,Uttarakhand,2077777.0,680831.0,2758608.0
21/05/2021,West Bengal,9201086.0,3802876.0,13003962.0
21/05/2021,Miscellaneous,1708478.0,1431227.0,3139705.0
21/05/2021,Total,150501478.0,42871341.0,193372819.0
22/05/2021,Andaman and Nicobar Islands,103602.0,15152.0,118754.0
22/05/2021,Andhra Pradesh,5558500.0,2347240.0,7905740.0
22/05/2021,Arunachal Pradesh,245141.0,78008.0,323149.0
22/05/2021,Assam,2937340.0,777418.0,3714758.0
22/05/2021,Bihar,7787248.0,1729492.0,9516740.0
22/05/2021,Chandigarh,237552.0,74612.0,312164.0
22/05/2021,Chhattisgarh,5781423.0,1090639.0,6872062.0
22/05/2021,Dadra and Nagar Haveli and Daman and Diu,120336.0,25903.0,146239.0
22/05/2021,Delhi,3934347.0,1151356.0,5085703.0
22/05/2021,Goa,389208.0,94659.0,483867.0
22/05/2021,Gujarat,11503498.0,3897285.0,15400783.0
22/05/2021,Haryana,4405946.0,945293.0,5351239.0
22/05/2021,Himachal Pradesh,1901107.0,433106.0,2334213.0
22/05/2021,Jammu and Kashmir,2417120.0,537331.0,2954451.0
22/05/2021,Jharkhand,3199634.0,676560.0,3876194.0
22/05/2021,Karnataka,9398118.0,2615897.0,12014015.0
22/05/2021,Kerala,6621927.0,2019981.0,8641908.0
22/05/2021,Ladakh,94804.0,37257.0,132061.0
22/05/2021,Lakshadweep,23057.0,6920.0,29977.0
22/05/2021,Madhya Pradesh,8023061.0,1752756.0,9775817.0
22/05/2021,Maharashtra,16324914.0,4385997.0,20710911.0
22/05/2021,Manipur,343656.0,70061.0,413717.0
22/05/2021,Meghalaya,360213.0,74149.0,434362.0
22/05/2021,Mizoram,252195.0,50982.0,303177.0
22/05/2021,Nagaland,195477.0,51845.0,247322.0
22/05/2021,Odisha,5659104.0,1440698.0,7099802.0
22/05/2021,Puducherry,193724.0,50857.0,244581.0
22/05/2021,Punjab,3964961.0,726121.0,4691082.0
22/05/2021,Rajasthan,12914866.0,3025727.0,15940593.0
22/05/2021,Sikkim,174661.0,59629.0,234290.0
22/05/2021,Tamil Nadu,5410694.0,1961304.0,7371998.0
22/05/2021,Telangana,4452963.0,1073098.0,5526061.0
22/05/2021,Tripura,1044024.0,506794.0,1550818.0
22/05/2021,Uttar Pradesh,12897520.0,3344183.0,16241703.0
22/05/2021,Uttarakhand,2091453.0,680913.0,2772366.0
22/05/2021,West Bengal,9272120.0,3814427.0,13086547.0
22/05/2021,Miscellaneous,1709757.0,1435263.0,3145020.0
22/05/2021,Total,151945271.0,43058913.0,195004184.0
23/05/2021,Andaman and Nicobar Islands,103987.0,15152.0,119139.0
23/05/2021,Andhra Pradesh,5565294.0,2349884.0,7915178.0
23/05/2021,Arunachal Pradesh,245968.0,78008.0,323976.0
23/05/2021,Assam,2972428.0,780858.0,3753286.0
23/05/2021,Bihar,7945059.0,1734049.0,9679108.0
23/05/2021,Chandigarh,240743.0,74614.0,315357.0
23/05/2021,Chhattisgarh,5797691.0,1091581.0,6889272.0
23/05/2021,Dadra and Nagar Haveli and Daman and Diu,124988.0,25904.0,150892.0
23/05/2021,Delhi,3940310.0,1151602.0,5091912.0
23/05/2021,Goa,390864.0,94683.0,485547.0
23/05/2021,Gujarat,11596019.0,3919162.0,15515181.0
23/05/2021,Haryana,4439693.0,950206.0,5389899.0
23/05/2021,Himachal Pradesh,1903308.0,433118.0,2336426.0
23/05/2021,Jammu and Kashmir,2435402.0,537975.0,2973377.0
23/05/2021,Jharkhand,3243536.0,678491.0,3922027.0
23/05/2021,Karnataka,9468279.0,2620370.0,12088649.0
23/05/2021,Kerala,6627947.0,2019976.0,8647923.0
23/05/2021,Ladakh,94876.0,37257.0,132133.0
23/05/2021,Lakshadweep,24207.0,6926.0,31133.0
23/05/2021,Madhya Pradesh,8196353.0,1754446.0,9950799.0
23/05/2021,Maharashtra,16370365.0,4389828.0,20760193.0
23/05/2021,Manipur,343680.0,70061.0,413741.0
23/05/2021,Meghalaya,361472.0,74149.0,435621.0
23/05/2021,Mizoram,252190.0,50982.0,303172.0
23/05/2021,Nagaland,195650.0,51845.0,247495.0
23/05/2021,Odisha,5675171.0,1440858.0,7116029.0
23/05/2021,Puducherry,195178.0,50854.0,246032.0
23/05/2021,Punjab,4021416.0,730329.0,4751745.0
23/05/2021,Rajasthan,13003735.0,3030032.0,16033767.0
23/05/2021,Sikkim,174662.0,59629.0,234291.0
23/05/2021,Tamil Nadu,5428324.0,1962538.0,7390862.0
23/05/2021,Telangana,4453573.0,1073412.0,5526985.0
23/05/2021,Tripura,1046759.0,506808.0,1553567.0
23/05/2021,Uttar Pradesh,12910356.0,3344794.0,16255150.0
23/05/2021,Uttarakhand,2102378.0,681001.0,2783379.0
23/05/2021,West Bengal,9328620.0,3814903.0,13143523.0
23/05/2021,Miscellaneous,1709768.0,1435428.0,3145196.0
23/05/2021,Total,152930249.0,43121713.0,196051962.0
24/05/2021,Andaman and Nicobar Islands,104438.0,15152.0,119590.0
24/05/2021,Andhra Pradesh,5657588.0,2365953.0,8023541.0
24/05/2021,Arunachal Pradesh,248977.0,78030.0,327007.0
24/05/2021,Assam,3033982.0,796080.0,3830062.0
24/05/2021,Bihar,8125409.0,1740475.0,9865884.0
24/05/2021,Chandigarh,245777.0,74645.0,320422.0
24/05/2021,Chhattisgarh,5816399.0,1093424.0,6909823.0
24/05/2021,Dadra and Nagar Haveli and Daman and Diu,130906.0,25908.0,156814.0
24/05/2021,Delhi,3980899.0,1165939.0,5146838.0
24/05/2021,Goa,396582.0,94709.0,491291.0
24/05/2021,Gujarat,11760578.0,3941698.0,15702276.0
24/05/2021,Haryana,4531426.0,954787.0,5486213.0
24/05/2021,Himachal Pradesh,1924861.0,433145.0,2358006.0
24/05/2021,Jammu and Kashmir,2470791.0,539351.0,3010142.0
24/05/2021,Jharkhand,3291555.0,681065.0,3972620.0
24/05/2021,Karnataka,9611607.0,2631866.0,12243473.0
24/05/2021,Kerala,6681079.0,2020084.0,8701163.0
24/05/2021,Ladakh,96799.0,37263.0,134062.0
24/05/2021,Lakshadweep,24344.0,6933.0,31277.0
24/05/2021,Madhya Pradesh,8406437.0,1762138.0,10168575.0
24/05/2021,Maharashtra,16607417.0,4406325.0,21013742.0
24/05/2021,Manipur,350818.0,70102.0,420920.0
24/05/2021,Meghalaya,366491.0,74175.0,440666.0
24/05/2021,Mizoram,253879.0,51045.0,304924.0
24/05/2021,Nagaland,201514.0,51849.0,253363.0
24/05/2021,Odisha,5782898.0,1445240.0,7228138.0
24/05/2021,Puducherry,197946.0,50889.0,248835.0
24/05/2021,Punjab,4076224.0,735870.0,4812094.0
24/05/2021,Rajasthan,13143982.0,3039768.0,16183750.0
24/05/2021,Sikkim,175952.0,59629.0,235581.0
24/05/2021,Tamil Nadu,5507034.0,1966455.0,7473489.0
24/05/2021,Telangana,4454220.0,1075607.0,5529827.0
24/05/2021,Tripura,1052913.0,506924.0,1559837.0
24/05/2021,Uttar Pradesh,13180187.0,3363047.0,16543234.0
24/05/2021,Uttarakhand,2125998.0,681290.0,2807288.0
24/05/2021,West Bengal,9506287.0,3826830.0,13333117.0
24/05/2021,Miscellaneous,1711180.0,1439935.0,3151115.0
24/05/2021,Total,155235374.0,43303625.0,198538999.0
25/05/2021,Andaman and Nicobar Islands,105123.0,15154.0,120277.0
25/05/2021,Andhra Pradesh,5781754.0,2374331.0,8156085.0
25/05/2021,Arunachal Pradesh,250445.0,78100.0,328545.0
25/05/2021,Assam,3090486.0,808417.0,3898903.0
25/05/2021,Bihar,8238708.0,1747849.0,9986557.0
25/05/2021,Chandigarh,248680.0,74683.0,323363.0
25/05/2021,Chhattisgarh,5830242.0,1095115.0,6925357.0
25/05/2021,Dadra and Nagar Haveli and Daman and Diu,136876.0,25913.0,162789.0
25/05/2021,Delhi,4014576.0,1176447.0,5191023.0
25/05/2021,Goa,402383.0,94743.0,497126.0
25/05/2021,Gujarat,11930254.0,3967609.0,15897863.0
25/05/2021,Haryana,4596092.0,960276.0,5556368.0
25/05/2021,Himachal Pradesh,1943115.0,433243.0,2376358.0
25/05/2021,Jammu and Kashmir,2506549.0,540117.0,3046666.0
25/05/2021,Jharkhand,3328050.0,684219.0,4012269.0
25/05/2021,Karnataka,9748053.0,2641136.0,12389189.0
25/05/2021,Kerala,6736439.0,2020210.0,8756649.0
25/05/2021,Ladakh,99023.0,37264.0,136287.0
25/05/2021,Lakshadweep,24383.0,6935.0,31318.0
25/05/2021,Madhya Pradesh,8412107.0,1763113.0,10175220.0
25/05/2021,Maharashtra,16791838.0,4420595.0,21212433.0
25/05/2021,Manipur,354004.0,70157.0,424161.0
25/05/2021,Meghalaya,372110.0,74202.0,446312.0
25/05/2021,Mizoram,255368.0,51058.0,306426.0
25/05/2021,Nagaland,207799.0,51861.0,259660.0
25/05/2021,Odisha,5876860.0,1448470.0,7325330.0
25/05/2021,Puducherry,200454.0,50925.0,251379.0
25/05/2021,Punjab,4108914.0,744101.0,4853015.0
25/05/2021,Rajasthan,13232595.0,3050825.0,16283420.0
25/05/2021,Sikkim,177224.0,59633.0,236857.0
25/05/2021,Tamil Nadu,5679909.0,1970591.0,7650500.0
25/05/2021,Telangana,4462036.0,1126648.0,5588684.0
25/05/2021,Tripura,1058049.0,507029.0,1565078.0
25/05/2021,Uttar Pradesh,13436943.0,3379393.0,16816336.0
25/05/2021,Uttarakhand,2147406.0,681667.0,2829073.0
25/05/2021,West Bengal,9650872.0,3835335.0,13486207.0
25/05/2021,Miscellaneous,1713874.0,1445499.0,3159373.0
25/05/2021,Total,157149593.0,43512863.0,200662456.0
26/05/2021,Andaman and Nicobar Islands,105932.0,15154.0,121086.0
26/05/2021,Andhra Pradesh,6076647.0,2383116.0,8459763.0
26/05/2021,Arunachal Pradesh,251246.0,78111.0,329357.0
26/05/2021,Assam,3121334.0,813577.0,3934911.0
26/05/2021,Bihar,8309462.0,1754468.0,10063930.0
26/05/2021,Chandigarh,250116.0,74697.0,324813.0
26/05/2021,Chhattisgarh,5843954.0,1096622.0,6940576.0
26/05/2021,Dadra and Nagar Haveli and Daman and Diu,142759.0,25919.0,168678.0
26/05/2021,Delhi,4045357.0,1179883.0,5225240.0
26/05/2021,Goa,408278.0,94783.0,503061.0
26/05/2021,Gujarat,12095693.0,3991433.0,16087126.0
26/05/2021,Haryana,4645105.0,964257.0,5609362.0
26/05/2021,Himachal Pradesh,1950294.0,433284.0,2383578.0
26/05/2021,Jammu and Kashmir,2554142.0,540479.0,3094621.0
26/05/2021,Jharkhand,3350298.0,686359.0,4036657.0
26/05/2021,Karnataka,9938507.0,2651330.0,12589837.0
26/05/2021,Kerala,6767010.0,2020297.0,8787307.0
26/05/2021,Ladakh,101179.0,37264.0,138443.0
26/05/2021,Lakshadweep,24445.0,6935.0,31380.0
26/05/2021,Madhya Pradesh,8414188.0,1763210.0,10177398.0
26/05/2021,Maharashtra,16920616.0,4431707.0,21352323.0
26/05/2021,Manipur,365745.0,70172.0,435917.0
26/05/2021,Meghalaya,375497.0,74206.0,449703.0
26/05/2021,Mizoram,256097.0,51060.0,307157.0
26/05/2021,Nagaland,208821.0,51875.0,260696.0
26/05/2021,Odisha,5926992.0,1448686.0,7375678.0
26/05/2021,Puducherry,203180.0,50956.0,254136.0
26/05/2021,Punjab,4142075.0,748350.0,4890425.0
26/05/2021,Rajasthan,13305224.0,3058955.0,16364179.0
26/05/2021,Sikkim,178314.0,59633.0,237947.0
26/05/2021,Tamil Nadu,5940657.0,1973620.0,7914277.0
26/05/2021,Telangana,4476636.0,1175633.0,5652269.0
26/05/2021,Tripura,1060345.0,507111.0,1567456.0
26/05/2021,Uttar Pradesh,13681405.0,3392753.0,17074158.0
26/05/2021,Uttarakhand,2155996.0,681803.0,2837799.0
26/05/2021,West Bengal,9717657.0,3836569.0,13554226.0
26/05/2021,Miscellaneous,1714125.0,1446279.0,3160404.0
26/05/2021,Total,159025328.0,43670546.0,202695874.0
27/05/2021,Andaman and Nicobar Islands,106543.0,15157.0,121700.0
27/05/2021,Andhra Pradesh,6646051.0,2394589.0,9040640.0
27/05/2021,Arunachal Pradesh,252177.0,78125.0,330302.0
27/05/2021,Assam,3162510.0,819055.0,3981565.0
27/05/2021,Bihar,8356625.0,1759568.0,10116193.0
27/05/2021,Chandigarh,255005.0,74732.0,329737.0
