Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered
01/04/2021,Andhra Pradesh,2328950.0,406552.0,2735502.0
01/04/2021,Arunachal Pradesh,71504.0,21655.0,93159.0
01/04/2021,Assam,937673.0,146070.0,1083743.0
01/04/2021,Bihar,2599756.0,445297.0,3045053.0
01/04/2021,Chandigarh,68995.0,12085.0,81080.0
01/04/2021,Chhattisgarh,1851931.0,325182.0,2177113.0
01/04/2021,Dadra and Nagar Haveli and Daman and Diu,26876.0,4731.0,31607.0
01/04/2021,Delhi,1076552.0,260201.0,1336753.0
01/04/2021,Goa,100899.0,19506.0,120405.0
01/04/2021,Gujarat,5459159.0,706017.0,6165176.0
01/04/2021,Haryana,1544298.0,157502.0,1701800.0
01/04/2021,Himachal Pradesh,484104.0,93477.0,577581.0
01/04/2021,Jammu and Kashmir,693927.0,151898.0,845825.0
01/04/2021,Jharkhand,1392034.0,230961.0,1622995.0
01/04/2021,Karnataka,3505736.0,441200.0,3946936.0
01/04/2021,Kerala,3099836.0,390298.0,3490134.0
01/04/2021,Ladakh,43775.0,6547.0,50322.0
01/04/2021,Lakshadweep,5090.0,2130.0,7220.0
01/04/2021,Madhya Pradesh,3220877.0,515109.0,3735986.0
01/04/2021,Maharashtra,5749202.0,770774.0,6519976.0
01/04/2021,Manipur,86708.0,35827.0,122535.0
01/04/2021,Meghalaya,74888.0,30714.0,105602.0
01/04/2021,Mizoram,53603.0,14421.0,68024.0
01/04/2021,Nagaland,65168.0,24347.0,89515.0
01/04/2021,Odisha,2190790.0,423393.0,2614183.0
01/04/2021,Puducherry,69200.0,7370.0,76570.0
01/04/2021,Punjab,809761.0,111085.0,920846.0
01/04/2021,Rajasthan,5249027.0,756876.0,6005903.0
01/04/2021,Sikkim,65348.0,12544.0,77892.0
01/04/2021,Tamil Nadu,2835444.0,279179.0,3114623.0
01/04/2021,Telangana,1125512.0,232883.0,1358395.0
01/04/2021,Tripura,641213.0,78538.0,719751.0
01/04/2021,Uttar Pradesh,4766418.0,931369.0,5697787.0
01/04/2021,Uttarakhand,615072.0,124889.0,739961.0
01/04/2021,West Bengal,4733333.0,685936.0,5419269.0
01/04/2021,Miscellaneous,1488931.0,778111.0,2267042.0
01/04/2021,Total,59148798.0,9640340.0,68789138.0
02/04/2021,Andaman and Nicobar Islands,17669.0,5198.0,22867.0
02/04/2021,Andhra Pradesh,2495977.0,411625.0,2907602.0
02/04/2021,Arunachal Pradesh,77143.0,23083.0,100226.0
02/04/2021,Assam,1003488.0,163636.0,1167124.0
02/04/2021,Bihar,2690447.0,430946.0,3121393.0
02/04/2021,Chandigarh,71745.0,13070.0,84815.0
02/04/2021,Chhattisgarh,2181661.0,335795.0,2517456.0
02/04/2021,Dadra and Nagar Haveli and Daman and Diu,31564.0,6190.0,37754.0
02/04/2021,Delhi,1156290.0,273623.0,1429913.0
02/04/2021,Goa,109280.0,20895.0,130175.0
02/04/2021,Gujarat,5812421.0,765853.0,6578274.0
02/04/2021,Haryana,1558348.0,156222.0,1714570.0
02/04/2021,Himachal Pradesh,505998.0,89694.0,595692.0
02/04/2021,Jammu and Kashmir,725720.0,164014.0,889734.0
02/04/2021,Jharkhand,1489422.0,257300.0,1746722.0
02/04/2021,Karnataka,3823255.0,474839.0,4298094.0
02/04/2021,Kerala,3308955.0,411492.0,3720447.0
02/04/2021,Ladakh,49210.0,6898.0,56108.0
02/04/2021,Lakshadweep,5706.0,1815.0,7521.0
02/04/2021,Madhya Pradesh,3377402.0,525938.0,3903340.0
02/04/2021,Maharashtra,6247362.0,780138.0,7027500.0
02/04/2021,Manipur,83274.0,32270.0,115544.0
02/04/2021,Meghalaya,85992.0,34154.0,120146.0
02/04/2021,Mizoram,56979.0,14889.0,71868.0
02/04/2021,Nagaland,60743.0,23028.0,83771.0
02/04/2021,Odisha,2309764.0,389688.0,2699452.0
02/04/2021,Puducherry,70647.0,7124.0,77771.0
02/04/2021,Punjab,973046.0,117044.0,1090090.0
02/04/2021,Rajasthan,5379570.0,772015.0,6151585.0
02/04/2021,Sikkim,66638.0,13266.0,79904.0
02/04/2021,Tamil Nadu,2829190.0,272288.0,3101478.0
02/04/2021,Telangana,1148692.0,245427.0,1394119.0
02/04/2021,Tripura,629858.0,79527.0,709385.0
02/04/2021,Uttar Pradesh,5366904.0,1061169.0,6428073.0
02/04/2021,Uttarakhand,690893.0,135781.0,826674.0
02/04/2021,West Bengal,5100255.0,672027.0,5772282.0
02/04/2021,Miscellaneous,1490081.0,784745.0,2274826.0
02/04/2021,Total,63081589.0,9972706.0,73054295.0
03/04/2021,Andaman and Nicobar Islands,18190.0,5242.0,23432.0
03/04/2021,Andhra Pradesh,2585721.0,421747.0,3007468.0
03/04/2021,Arunachal Pradesh,80367.0,24069.0,104436.0
03/04/2021,Assam,1033247.0,172811.0,1206058.0
03/04/2021,Bihar,2795440.0,437120.0,3232560.0
03/04/2021,Chandigarh,75037.0,13626.0,88663.0
03/04/2021,Chhattisgarh,2351463.0,342599.0,2694062.0
03/04/2021,Dadra and Nagar Haveli and Daman and Diu,34854.0,6496.0,41350.0
03/04/2021,Delhi,1217323.0,281444.0,1498767.0
03/04/2021,Goa,112067.0,21751.0,133818.0
03/04/2021,Gujarat,6127830.0,795178.0,6923008.0
03/04/2021,Haryana,1600351.0,158241.0,1758592.0
03/04/2021,Himachal Pradesh,524093.0,90771.0,614864.0
03/04/2021,Jammu and Kashmir,754726.0,167836.0,922562.0
03/04/2021,Jharkhand,1511113.0,260903.0,1772016.0
03/04/2021,Karnataka,4007374.0,481282.0,4488656.0
03/04/2021,Kerala,3430171.0,419834.0,3850005.0
03/04/2021,Ladakh,52961.0,6956.0,59917.0
03/04/2021,Lakshadweep,5949.0,1840.0,7789.0
03/04/2021,Madhya Pradesh,3549851.0,533820.0,4083671.0
03/04/2021,Maharashtra,6559094.0,795150.0,7354244.0
03/04/2021,Manipur,84338.0,34307.0,118645.0
03/04/2021,Meghalaya,87064.0,34455.0,121519.0
03/04/2021,Mizoram,57050.0,14937.0,71987.0
03/04/2021,Nagaland,60826.0,23165.0,83991.0
03/04/2021,Odisha,2426177.0,397133.0,2823310.0
03/04/2021,Puducherry,74151.0,7306.0,81457.0
03/04/2021,Punjab,1049891.0,121071.0,1170962.0
03/04/2021,Rajasthan,5624931.0,806670.0,6431601.0
03/04/2021,Sikkim,67370.0,13284.0,80654.0
03/04/2021,Tamil Nadu,2871776.0,279902.0,3151678.0
03/04/2021,Telangana,1196610.0,249892.0,1446502.0
03/04/2021,Tripura,640102.0,81006.0,721108.0
03/04/2021,Uttar Pradesh,5571181.0,1071915.0,6643096.0
03/04/2021,Uttarakhand,730947.0,139958.0,870905.0
03/04/2021,West Bengal,5271541.0,686947.0,5958488.0
03/04/2021,Miscellaneous,1498293.0,839517.0,2337810.0
03/04/2021,Total,65739470.0,10240181.0,75979651.0
04/04/2021,Andaman and Nicobar Islands,18833.0,5243.0,24076.0
04/04/2021,Andhra Pradesh,2627356.0,426186.0,3053542.0
04/04/2021,Arunachal Pradesh,81893.0,24373.0,106266.0
04/04/2021,Assam,1045431.0,175508.0,1220939.0
04/04/2021,Bihar,2931751.0,442459.0,3374210.0
04/04/2021,Chandigarh,77467.0,13879.0,91346.0
04/04/2021,Chhattisgarh,2659230.0,351359.0,3010589.0
04/04/2021,Dadra and Nagar Haveli and Daman and Diu,37685.0,6683.0,44368.0
04/04/2021,Delhi,1296408.0,286639.0,1583047.0
04/04/2021,Goa,114143.0,22023.0,136166.0
04/04/2021,Gujarat,6552816.0,837619.0,7390435.0
04/04/2021,Haryana,1644625.0,159605.0,1804230.0
04/04/2021,Himachal Pradesh,541886.0,91646.0,633532.0
04/04/2021,Jammu and Kashmir,781331.0,170035.0,951366.0
04/04/2021,Jharkhand,1603481.0,264921.0,1868402.0
04/04/2021,Karnataka,4123367.0,484817.0,4608184.0
04/04/2021,Kerala,3462664.0,421560.0,3884224.0
04/04/2021,Ladakh,55645.0,6962.0,62607.0
04/04/2021,Lakshadweep,6243.0,1846.0,8089.0
04/04/2021,Madhya Pradesh,3688501.0,538769.0,4227270.0
04/04/2021,Maharashtra,6879975.0,806946.0,7686921.0
04/04/2021,Manipur,84572.0,34779.0,119351.0
04/04/2021,Meghalaya,87281.0,34523.0,121804.0
04/04/2021,Mizoram,57059.0,14971.0,72030.0
04/04/2021,Nagaland,60909.0,23222.0,84131.0
04/04/2021,Odisha,2710936.0,408445.0,3119381.0
04/04/2021,Puducherry,75651.0,7402.0,83053.0
04/04/2021,Punjab,1129011.0,123537.0,1252548.0
04/04/2021,Rajasthan,6020639.0,847987.0,6868626.0
04/04/2021,Sikkim,67561.0,13295.0,80856.0
04/04/2021,Tamil Nadu,2901208.0,285389.0,3186597.0
04/04/2021,Telangana,1233204.0,252272.0,1485476.0
04/04/2021,Tripura,648769.0,81743.0,730512.0
04/04/2021,Uttar Pradesh,5683248.0,1078039.0,6761287.0
04/04/2021,Uttarakhand,773465.0,143083.0,916548.0
04/04/2021,West Bengal,5416000.0,696805.0,6112805.0
04/04/2021,Miscellaneous,1498594.0,841755.0,2340349.0
04/04/2021,Total,68678838.0,10426325.0,79105163.0
05/04/2021,Andaman and Nicobar Islands,19927.0,5290.0,25217.0
05/04/2021,Andhra Pradesh,2739725.0,439362.0,3179087.0
05/04/2021,Arunachal Pradesh,83411.0,24181.0,107592.0
05/04/2021,Assam,1087024.0,189358.0,1276382.0
05/04/2021,Bihar,3128321.0,452993.0,3581314.0
05/04/2021,Chandigarh,80579.0,14308.0,94887.0
05/04/2021,Chhattisgarh,2765623.0,355118.0,3120741.0
05/04/2021,Dadra and Nagar Haveli and Daman and Diu,41922.0,7200.0,49122.0
05/04/2021,Delhi,1373454.0,299084.0,1672538.0
05/04/2021,Goa,117638.0,23387.0,141025.0
05/04/2021,Gujarat,6817703.0,871804.0,7689507.0
05/04/2021,Haryana,1748000.0,165936.0,1913936.0
05/04/2021,Himachal Pradesh,577594.0,93382.0,670976.0
05/04/2021,Jammu and Kashmir,815056.0,166590.0,981646.0
05/04/2021,Jharkhand,1685153.0,266344.0,1951497.0
05/04/2021,Karnataka,4330730.0,493047.0,4823777.0
05/04/2021,Kerala,3597752.0,433230.0,4030982.0
05/04/2021,Ladakh,59196.0,6678.0,65874.0
05/04/2021,Lakshadweep,6303.0,1893.0,8196.0
05/04/2021,Madhya Pradesh,3915779.0,547709.0,4463488.0
05/04/2021,Maharashtra,7298206.0,829042.0,8127248.0
05/04/2021,Manipur,84333.0,36339.0,120672.0
05/04/2021,Meghalaya,87720.0,33868.0,121588.0
05/04/2021,Mizoram,57835.0,15731.0,73566.0
05/04/2021,Nagaland,62688.0,23533.0,86221.0
05/04/2021,Odisha,2868211.0,418839.0,3287050.0
05/04/2021,Puducherry,77398.0,8023.0,85421.0
05/04/2021,Punjab,1201737.0,126499.0,1328236.0
05/04/2021,Rajasthan,6400581.0,898724.0,7299305.0
05/04/2021,Sikkim,70887.0,12910.0,83797.0
05/04/2021,Tamil Nadu,2907580.0,298198.0,3205778.0
05/04/2021,Telangana,1296813.0,257959.0,1554772.0
05/04/2021,Tripura,663699.0,82607.0,746306.0
05/04/2021,Uttar Pradesh,6071090.0,1127282.0,7198372.0
05/04/2021,Uttarakhand,836601.0,149062.0,985663.0
05/04/2021,West Bengal,5791392.0,749978.0,6541370.0
05/04/2021,Miscellaneous,1509648.0,908129.0,2417777.0
05/04/2021,Total,72277309.0,10833617.0,83110926.0
06/04/2021,Andaman and Nicobar Islands,21509.0,5341.0,26850.0
06/04/2021,Andhra Pradesh,2813650.0,452961.0,3266611.0
06/04/2021,Arunachal Pradesh,86864.0,25402.0,112266.0
06/04/2021,Assam,1121967.0,198977.0,1320944.0
06/04/2021,Bihar,3413610.0,471787.0,3885397.0
06/04/2021,Chandigarh,83325.0,14968.0,98293.0
06/04/2021,Chhattisgarh,2935774.0,363944.0,3299718.0
06/04/2021,Dadra and Nagar Haveli and Daman and Diu,46211.0,7565.0,53776.0
06/04/2021,Delhi,1445636.0,310353.0,1755989.0
06/04/2021,Goa,121132.0,24656.0,145788.0
06/04/2021,Gujarat,7110160.0,907581.0,8017741.0
06/04/2021,Haryana,1832652.0,170337.0,2002989.0
06/04/2021,Himachal Pradesh,640752.0,96325.0,737077.0
06/04/2021,Jammu and Kashmir,875779.0,171870.0,1047649.0
06/04/2021,Jharkhand,1735053.0,271216.0,2006269.0
06/04/2021,Karnataka,4496243.0,501678.0,4997921.0
06/04/2021,Kerala,3623797.0,435667.0,4059464.0
06/04/2021,Ladakh,61203.0,6859.0,68062.0
06/04/2021,Lakshadweep,7036.0,2016.0,9052.0
06/04/2021,Madhya Pradesh,4112933.0,558136.0,4671069.0
06/04/2021,Maharashtra,7708299.0,851018.0,8559317.0
06/04/2021,Manipur,85284.0,37919.0,123203.0
06/04/2021,Meghalaya,91294.0,34942.0,126236.0
06/04/2021,Mizoram,60838.0,17526.0,78364.0
06/04/2021,Nagaland,65756.0,24347.0,90103.0
06/04/2021,Odisha,3076261.0,432219.0,3508480.0
06/04/2021,Puducherry,78014.0,8085.0,86099.0
06/04/2021,Punjab,1284982.0,131328.0,1416310.0
06/04/2021,Rajasthan,6869590.0,945743.0,7815333.0
06/04/2021,Sikkim,77249.0,13262.0,90511.0
06/04/2021,Tamil Nadu,2935315.0,304106.0,3239421.0
06/04/2021,Telangana,1353143.0,264631.0,1617774.0
06/04/2021,Tripura,676313.0,83527.0,759840.0
06/04/2021,Uttar Pradesh,6478775.0,1162710.0,7641485.0
06/04/2021,Uttarakhand,905908.0,155827.0,1061735.0
06/04/2021,West Bengal,6095641.0,777848.0,6873489.0
06/04/2021,Miscellaneous,1509067.0,897782.0,2406849.0
06/04/2021,Total,75937015.0,11140459.0,87077474.0
07/04/2021,Andaman and Nicobar Islands,22919.0,5350.0,28269.0
07/04/2021,Andhra Pradesh,2924901.0,465089.0,3389990.0
07/04/2021,Arunachal Pradesh,88250.0,25781.0,114031.0
07/04/2021,Assam,1138046.0,206862.0,1344908.0
07/04/2021,Bihar,3541310.0,484859.0,4026169.0
07/04/2021,Chandigarh,86126.0,15613.0,101739.0
07/04/2021,Chhattisgarh,3058059.0,369790.0,3427849.0
07/04/2021,Dadra and Nagar Haveli and Daman and Diu,49028.0,7815.0,56843.0
07/04/2021,Delhi,1481156.0,318250.0,1799406.0
07/04/2021,Goa,124443.0,25734.0,150177.0
07/04/2021,Gujarat,7224754.0,922935.0,8147689.0
07/04/2021,Haryana,1863517.0,172875.0,2036392.0
07/04/2021,Himachal Pradesh,680428.0,97974.0,778402.0
07/04/2021,Jammu and Kashmir,920603.0,175142.0,1095745.0
07/04/2021,Jharkhand,1804732.0,275586.0,2080318.0
07/04/2021,Karnataka,4717382.0,513260.0,5230642.0
07/04/2021,Kerala,3706748.0,442665.0,4149413.0
07/04/2021,Ladakh,62881.0,7140.0,70021.0
07/04/2021,Lakshadweep,7566.0,2153.0,9719.0
07/04/2021,Madhya Pradesh,4402970.0,570428.0,4973398.0
07/04/2021,Maharashtra,8075190.0,874370.0,8949560.0
07/04/2021,Manipur,86069.0,39543.0,125612.0
07/04/2021,Meghalaya,94058.0,35833.0,129891.0
07/04/2021,Mizoram,63880.0,18290.0,82170.0
07/04/2021,Nagaland,69379.0,24845.0,94224.0
07/04/2021,Odisha,3178508.0,439053.0,3617561.0
07/04/2021,Puducherry,79262.0,8319.0,87581.0
07/04/2021,Punjab,1343134.0,135146.0,1478280.0
07/04/2021,Rajasthan,7303354.0,984486.0,8287840.0
07/04/2021,Sikkim,81528.0,13657.0,95185.0
07/04/2021,Tamil Nadu,2976866.0,315243.0,3292109.0
07/04/2021,Telangana,1414009.0,271233.0,1685242.0
07/04/2021,Tripura,682191.0,84838.0,767029.0
07/04/2021,Uttar Pradesh,6672131.0,1175491.0,7847622.0
07/04/2021,Uttarakhand,953024.0,161002.0,1114026.0
07/04/2021,West Bengal,6252846.0,802674.0,7055520.0
07/04/2021,Miscellaneous,1531779.0,946322.0,2478101.0
07/04/2021,Total,78763027.0,11435646.0,90198673.0
08/04/2021,Andaman and Nicobar Islands,25396.0,5403.0,30799.0
08/04/2021,Andhra Pradesh,3020636.0,476379.0,3497015.0
08/04/2021,Arunachal Pradesh,93105.0,27292.0,120397.0
08/04/2021,Assam,1182238.0,223442.0,1405680.0
08/04/2021,Bihar,3665305.0,502148.0,4167453.0
08/04/2021,Chandigarh,89382.0,16433.0,105815.0
08/04/2021,Chhattisgarh,3324849.0,383529.0,3708378.0
08/04/2021,Dadra and Nagar Haveli and Daman and Diu,52156.0,8136.0,60292.0
08/04/2021,Delhi,1565598.0,331955.0,1897553.0
08/04/2021,Goa,128428.0,26948.0,155376.0
08/04/2021,Gujarat,7501404.0,973901.0,8475305.0
08/04/2021,Haryana,1941143.0,178710.0,2119853.0
08/04/2021,Himachal Pradesh,741610.0,100199.0,841809.0
08/04/2021,Jammu and Kashmir,995441.0,182460.0,1177901.0
08/04/2021,Jharkhand,1855334.0,279814.0,2135148.0
08/04/2021,Karnataka,4936828.0,526946.0,5463774.0
08/04/2021,Kerala,3899535.0,457416.0,4356951.0
08/04/2021,Ladakh,63903.0,7356.0,71259.0
08/04/2021,Lakshadweep,8381.0,2356.0,10737.0
08/04/2021,Madhya Pradesh,4651144.0,583500.0,5234644.0
08/04/2021,Maharashtra,8435010.0,903521.0,9338531.0
08/04/2021,Manipur,86907.0,41189.0,128096.0
08/04/2021,Meghalaya,98207.0,37030.0,135237.0
08/04/2021,Mizoram,67481.0,19506.0,86987.0
08/04/2021,Nagaland,72339.0,25524.0,97863.0
08/04/2021,Odisha,3317085.0,452068.0,3769153.0
08/04/2021,Puducherry,81412.0,8687.0,90099.0
08/04/2021,Punjab,1431295.0,139950.0,1571245.0
08/04/2021,Rajasthan,7772197.0,1035154.0,8807351.0
08/04/2021,Sikkim,90081.0,14392.0,104473.0
08/04/2021,Tamil Nadu,3062266.0,339932.0,3402198.0
08/04/2021,Telangana,1504810.0,278547.0,1783357.0
08/04/2021,Tripura,698444.0,87417.0,785861.0
08/04/2021,Uttar Pradesh,6951956.0,1193205.0,8145161.0
08/04/2021,Uttarakhand,1015393.0,167519.0,1182912.0
08/04/2021,West Bengal,6465955.0,846739.0,7312694.0
08/04/2021,Miscellaneous,1563868.0,993037.0,2556905.0
08/04/2021,Total,82456522.0,11877740.0,94334262.0
09/04/2021,Andaman and Nicobar Islands,27698.0,5519.0,33217.0
09/04/2021,Andhra Pradesh,3081189.0,490044.0,3571233.0
09/04/2021,Arunachal Pradesh,97952.0,28525.0,126477.0
09/04/2021,Assam,1215771.0,238806.0,1454577.0
09/04/2021,Bihar,3721925.0,511864.0,4233789.0
09/04/2021,Chandigarh,92814.0,17335.0,110149.0
09/04/2021,Chhattisgarh,3541500.0,394904.0,3936404.0
09/04/2021,Dadra and Nagar Haveli and Daman and Diu,55718.0,8442.0,64160.0
09/04/2021,Delhi,1613241.0,343552.0,1956793.0
09/04/2021,Goa,133271.0,28793.0,162064.0
09/04/2021,Gujarat,7749340.0,1024900.0,8774240.0
09/04/2021,Haryana,2025153.0,187429.0,2212582.0
09/04/2021,Himachal Pradesh,788371.0,102907.0,891278.0
09/04/2021,Jammu and Kashmir,1053961.0,186819.0,1240780.0
09/04/2021,Jharkhand,1879304.0,283325.0,2162629.0
09/04/2021,Karnataka,5242211.0,546969.0,5789180.0
09/04/2021,Kerala,4099030.0,476570.0,4575600.0
09/04/2021,Ladakh,64284.0,7676.0,71960.0
09/04/2021,Lakshadweep,9225.0,2461.0,11686.0
09/04/2021,Madhya Pradesh,4770449.0,591710.0,5362159.0
09/04/2021,Maharashtra,8702534.0,930190.0,9632724.0
09/04/2021,Manipur,88308.0,42653.0,130961.0
09/04/2021,Meghalaya,101170.0,37957.0,139127.0
09/04/2021,Mizoram,71542.0,21136.0,92678.0
09/04/2021,Nagaland,74498.0,26035.0,100533.0
09/04/2021,Odisha,3485921.0,470325.0,3956246.0
09/04/2021,Puducherry,83958.0,9138.0,93096.0
09/04/2021,Punjab,1527164.0,145704.0,1672868.0
09/04/2021,Rajasthan,8167023.0,1078215.0,9245238.0
09/04/2021,Sikkim,97386.0,15028.0,112414.0
09/04/2021,Tamil Nadu,3168084.0,365785.0,3533869.0
09/04/2021,Telangana,1611571.0,286803.0,1898374.0
09/04/2021,Tripura,713357.0,89811.0,803168.0
09/04/2021,Uttar Pradesh,7170213.0,1226991.0,8397204.0
09/04/2021,Uttarakhand,1070169.0,173613.0,1243782.0
09/04/2021,West Bengal,6785233.0,889401.0,7674634.0
09/04/2021,Miscellaneous,1583314.0,1023973.0,2607287.0
09/04/2021,Total,85763852.0,12311308.0,98075160.0
10/04/2021,Andaman and Nicobar Islands,29877.0,5570.0,35447.0
10/04/2021,Andhra Pradesh,3284504.0,522204.0,3806708.0
10/04/2021,Arunachal Pradesh,101758.0,29546.0,131304.0
10/04/2021,Assam,1236253.0,250041.0,1486294.0
10/04/2021,Bihar,3956794.0,537610.0,4494404.0
10/04/2021,Chandigarh,96744.0,18264.0,115008.0
10/04/2021,Chhattisgarh,3722048.0,406400.0,4128448.0
10/04/2021,Dadra and Nagar Haveli and Daman and Diu,59130.0,8778.0,67908.0
10/04/2021,Delhi,1705369.0,357342.0,2062711.0
10/04/2021,Goa,140447.0,30685.0,171132.0
10/04/2021,Gujarat,7983507.0,1073335.0,9056842.0
10/04/2021,Haryana,2089324.0,194630.0,2283954.0
10/04/2021,Himachal Pradesh,837397.0,105435.0,942832.0
10/04/2021,Jammu and Kashmir,1095827.0,190736.0,1286563.0
10/04/2021,Jharkhand,1971885.0,289726.0,2261611.0
10/04/2021,Karnataka,5502677.0,564422.0,6067099.0
10/04/2021,Kerala,4270953.0,492900.0,4763853.0
10/04/2021,Ladakh,64518.0,7913.0,72431.0
10/04/2021,Lakshadweep,10148.0,2555.0,12703.0
10/04/2021,Madhya Pradesh,4866689.0,598432.0,5465121.0
10/04/2021,Maharashtra,8970148.0,953386.0,9923534.0
10/04/2021,Manipur,88817.0,43387.0,132204.0
10/04/2021,Meghalaya,103084.0,38242.0,141326.0
10/04/2021,Mizoram,73635.0,21594.0,95229.0
10/04/2021,Nagaland,75334.0,26146.0,101480.0
10/04/2021,Odisha,3607557.0,483794.0,4091351.0
10/04/2021,Puducherry,87159.0,9578.0,96737.0
10/04/2021,Punjab,1618664.0,151307.0,1769971.0
10/04/2021,Rajasthan,8450218.0,1115090.0,9565308.0
10/04/2021,Sikkim,99963.0,15238.0,115201.0
10/04/2021,Tamil Nadu,3275326.0,391223.0,3666549.0
10/04/2021,Telangana,1764351.0,296514.0,2060865.0
10/04/2021,Tripura,721022.0,91266.0,812288.0
10/04/2021,Uttar Pradesh,7255844.0,1238115.0,8493959.0
10/04/2021,Uttarakhand,1104878.0,178795.0,1283673.0
10/04/2021,West Bengal,6973057.0,918593.0,7891650.0
10/04/2021,Miscellaneous,1591055.0,1050394.0,2641449.0
10/04/2021,Total,88885961.0,12709186.0,101595147.0
11/04/2021,Andaman and Nicobar Islands,32059.0,5612.0,37671.0
11/04/2021,Andhra Pradesh,3363469.0,529534.0,3893003.0
11/04/2021,Arunachal Pradesh,105089.0,30010.0,135099.0
11/04/2021,Assam,1244430.0,254299.0,1498729.0
11/04/2021,Bihar,4191596.0,556630.0,4748226.0
11/04/2021,Chandigarh,99484.0,18671.0,118155.0
11/04/2021,Chhattisgarh,3888692.0,415408.0,4304100.0
11/04/2021,Dadra and Nagar Haveli and Daman and Diu,61498.0,9025.0,70523.0
11/04/2021,Delhi,1780624.0,365116.0,2145740.0
11/04/2021,Goa,147239.0,31151.0,178390.0
11/04/2021,Gujarat,8156563.0,1103721.0,9260284.0
11/04/2021,Haryana,2182047.0,200626.0,2382673.0
11/04/2021,Himachal Pradesh,876536.0,107374.0,983910.0
11/04/2021,Jammu and Kashmir,1129343.0,193025.0,1322368.0
11/04/2021,Jharkhand,2065590.0,294576.0,2360166.0
11/04/2021,Karnataka,5636466.0,572558.0,6209024.0
11/04/2021,Kerala,4333801.0,496868.0,4830669.0
11/04/2021,Ladakh,65236.0,8161.0,73397.0
11/04/2021,Lakshadweep,10693.0,2591.0,13284.0
11/04/2021,Madhya Pradesh,5224167.0,615064.0,5839231.0
11/04/2021,Maharashtra,9220610.0,971743.0,10192353.0
11/04/2021,Manipur,90439.0,43957.0,134396.0
11/04/2021,Meghalaya,104057.0,38388.0,142445.0
11/04/2021,Mizoram,73847.0,22010.0,95857.0
11/04/2021,Nagaland,79484.0,26370.0,105854.0
11/04/2021,Odisha,3719357.0,494827.0,4214184.0
11/04/2021,Puducherry,93816.0,9730.0,103546.0
11/04/2021,Punjab,1691144.0,154115.0,1845259.0
11/04/2021,Rajasthan,8582526.0,1133826.0,9716352.0
11/04/2021,Sikkim,101795.0,15376.0,117171.0
11/04/2021,Tamil Nadu,3316627.0,398666.0,3715293.0
11/04/2021,Telangana,1861828.0,299907.0,2161735.0
11/04/2021,Tripura,727231.0,91876.0,819107.0
11/04/2021,Uttar Pradesh,7559629.0,1265790.0,8825419.0
11/04/2021,Uttarakhand,1127424.0,181457.0,1308881.0
11/04/2021,West Bengal,7051379.0,931261.0,7982640.0
11/04/2021,Miscellaneous,1591585.0,1051846.0,2643431.0
11/04/2021,Total,91587400.0,12941165.0,104528565.0
12/04/2021,Andaman and Nicobar Islands,36572.0,5713.0,42285.0
12/04/2021,Andhra Pradesh,3380467.0,533252.0,3913719.0
12/04/2021,Arunachal Pradesh,112658.0,31586.0,144244.0
12/04/2021,Assam,1263456.0,267581.0,1531037.0
12/04/2021,Bihar,4374749.0,579982.0,4954731.0
12/04/2021,Chandigarh,103131.0,19810.0,122941.0
12/04/2021,Chhattisgarh,4033975.0,428984.0,4462959.0
12/04/2021,Dadra and Nagar Haveli and Daman and Diu,64704.0,9407.0,74111.0
12/04/2021,Delhi,1855516.0,380411.0,2235927.0
12/04/2021,Goa,154531.0,33557.0,188088.0
12/04/2021,Gujarat,8343790.0,1155076.0,9498866.0
12/04/2021,Haryana,2308382.0,218312.0,2526694.0
12/04/2021,Himachal Pradesh,940183.0,111049.0,1051232.0
12/04/2021,Jammu and Kashmir,1191248.0,199688.0,1390936.0
12/04/2021,Jharkhand,2127740.0,302145.0,2429885.0
12/04/2021,Karnataka,5814171.0,593154.0,6407325.0
12/04/2021,Kerala,4571678.0,526506.0,5098184.0
12/04/2021,Ladakh,66115.0,8493.0,74608.0
12/04/2021,Lakshadweep,11146.0,2650.0,13796.0
12/04/2021,Madhya Pradesh,5605688.0,641420.0,6247108.0
12/04/2021,Maharashtra,9520725.0,1008651.0,10529376.0
12/04/2021,Manipur,92517.0,45162.0,137679.0
12/04/2021,Meghalaya,107587.0,39039.0,146626.0
12/04/2021,Mizoram,81107.0,23971.0,105078.0
12/04/2021,Nagaland,86340.0,27601.0,113941.0
12/04/2021,Odisha,3843843.0,512252.0,4356095.0
12/04/2021,Puducherry,104246.0,10305.0,114551.0
12/04/2021,Punjab,1776996.0,161992.0,1938988.0
12/04/2021,Rajasthan,8759896.0,1165685.0,9925581.0
12/04/2021,Sikkim,110175.0,15949.0,126124.0
12/04/2021,Tamil Nadu,3450649.0,431129.0,3881778.0
12/04/2021,Telangana,1982661.0,309468.0,2292129.0
12/04/2021,Tripura,737756.0,95179.0,832935.0
